景点名称,景点地址,设施名称,设施类型,设施地址,距离（米）
智化寺,禄米仓胡同5号,崖UnderClouds,饭店,大方家胡同与南水关胡同交叉口东20米,168
智化寺,禄米仓胡同5号,宁夏滩羊馆,饭店,小牌坊胡同与金宝街交叉口西北20米,204
智化寺,禄米仓胡同5号,羊串三叶(朝阳门店),饭店,金宝街大雅宝胡同3号,204
智化寺,禄米仓胡同5号,面总肉酱面(金宝街店),饭店,金宝街大雅宝胡同23号交通银行对面,205
智化寺,禄米仓胡同5号,马子禄牛肉面(金宝街店),饭店,大雅宝胡同3号(近大雅宝胡同、梓峰大厦),206
智化寺,禄米仓胡同5号,玛雅烘焙DIY(北京INN4号楼店),饭店,北京INNB区4号楼,214
智化寺,禄米仓胡同5号,穆敬辉滩羊宴,饭店,东水井胡同11号北京INN4号楼,224
智化寺,禄米仓胡同5号,BOSS LOUNG茶馆(朝阳门内店),饭店,朝阳门内大街91-3号,237
智化寺,禄米仓胡同5号,平行世界·关厢酒肴(朝阳门店),饭店,北京INN4号楼A区九层907,246
智化寺,禄米仓胡同5号,布家班恩施土家民族菜(银河SOHO店),饭店,南竹杆胡同2号银河SOHO商场D座B1层5-126,248
智化寺,禄米仓胡同5号,风土小馆,饭店,禄米仓胡同71号院21号楼2室,251
智化寺,禄米仓胡同5号,八一老南昌拌粉瓦罐汤(银河SOHO商场D座店),饭店,银河sohoD座B1层5-132,262
智化寺,禄米仓胡同5号,不羡小院,饭店,小雅宝胡同62号,262
智化寺,禄米仓胡同5号,SUGARMAMA甜品工作室(银河soho C座),饭店,银河sohoc座30118室,262
智化寺,禄米仓胡同5号,芸熙烘焙(银河SOHO C座店),饭店,朝阳门银河SOHOC座负一层下沉广场最南侧3-115,268
智化寺,禄米仓胡同5号,Little Nap Cafe憩止咖啡馆(银河SOHO商场D座店),饭店,东二环银河SOHOD座1层50132号,271
智化寺,禄米仓胡同5号,巍阁月子餐,饭店,朝阳门银河SOHO大厦D坐负一层5/131(地下花园广场最南边),275
智化寺,禄米仓胡同5号,东崃阁黄焖鸡米饭(银河SOHO商场B座店),饭店,南竹杆胡同2号银河SOHO商场B座1F层,277
智化寺,禄米仓胡同5号,虎滋精酿餐吧(银河SOHO购物中心店),饭店,银河SOHOB座下沉广场3-110HUZI,278
翰林院遗址,东长安街路南公安部内,北京瑞安宾馆,酒店,正义路7号,141
翰林院遗址,东长安街路南公安部内,正义路酒店(北京王府井天安门广场店),酒店,正义路甲4号(正义路与东交民巷交叉口),265
翰林院遗址,东长安街路南公安部内,东交民巷饭店,酒店,东交民巷甲23号,306
翰林院遗址,东长安街路南公安部内,北京贵宾楼饭店,酒店,东长安街35号,389
翰林院遗址,东长安街路南公安部内,桔子酒店(北京天安门店),酒店,东交民巷28号,378
翰林院遗址,东长安街路南公安部内,北京饭店,酒店,东长安街33号,460
翰林院遗址,东长安街路南公安部内,首都宾馆,酒店,前门东大街3号,487
翰林院遗址,东长安街路南公安部内,北京饭店诺金,酒店,东长安街33号B座(王府井地铁站C1西北口步行160米),450
翰林院遗址,东长安街路南公安部内,华风宾馆,酒店,前门东大街5号,464
翰林院遗址,东长安街路南公安部内,北京天安门逸扉酒店,酒店,南河沿大街华龙街天安大厦A座,487
翰林院遗址,东长安街路南公安部内,北京香江意舍(天安门王府井店),酒店,南河沿大街南湾子胡同1号,515
翰林院遗址,东长安街路南公安部内,最高人民法院招待所,酒店,东交民巷胡同27号旁门,364
翰林院遗址,东长安街路南公安部内,北京饭店诺金-王府井,酒店,东长安街33号(王府井地铁站C1西北口步行100米),507
翰林院遗址,东长安街路南公安部内,紫金宫饭店,酒店,南河沿大街86号(王府井地铁站E3东北口步行450米),525
翰林院遗址,东长安街路南公安部内,北京万豪行政公寓,酒店,霞公府街1号北门(王府井地铁站E3东北口步行280米),582
翰林院遗址,东长安街路南公安部内,北京饭店金色大厅,酒店,东华门街道东长安街33号北京饭店C座,400
翰林院遗址,东长安街路南公安部内,北京饭店C座,酒店,东长安街33号(王府井地铁站C1西北口步行250米),400
翰林院遗址,东长安街路南公安部内,首都宾馆A座,酒店,前门东大街3号首都宾馆,449
翰林院遗址,东长安街路南公安部内,桔子水晶,酒店,东交民巷与正义路交叉口东100米,383
翰林院遗址,东长安街路南公安部内,东都宾馆(东交民巷),酒店,东交民巷20号,478
翰林院遗址,东长安街路南公安部内,四季回头特色菜馆,饭店,西四西五条路之间爱民街门市454,200
翰林院遗址,东长安街路南公安部内,隆和居,饭店,东华门街道正义路8号(原市政府斜对面),235
翰林院遗址,东长安街路南公安部内,御厨家宴·京味·烤鸭,饭店,北京城区东交民巷甲23号(东交民巷饭店大堂一层),341
翰林院遗址,东长安街路南公安部内,红墙咖啡厅(王府井步行街店),饭店,东长安街35号北京贵宾楼饭店2层,388
翰林院遗址,东长安街路南公安部内,北京贵宾楼饭店,饭店,东长安街35号,389
翰林院遗址,东长安街路南公安部内,新悦茶室,饭店,东交民巷与正义路交叉口东120米,399
翰林院遗址,东长安街路南公安部内,妙韵香茶舍(东交民巷30号小区店),饭店,东交民巷30号东交民巷30号小区,402
翰林院遗址,东长安街路南公安部内,北京饭店谭家菜,饭店,东长安街33号北京饭店c座7层,411
翰林院遗址,东长安街路南公安部内,潮府林苑·潮州菜(故宫店),饭店,北库司胡同1号(天安门东地铁站B东北口步行340米),431
翰林院遗址,东长安街路南公安部内,君庭中餐厅(首都宾馆店),饭店,前门东大街3号首都宾馆东北门门房,444
翰林院遗址,东长安街路南公安部内,北京饭店诺金作家酒吧,饭店,东长安街33号北京饭店诺金1楼,452
翰林院遗址,东长安街路南公安部内,本纯食社原生态主题餐厅(首都大酒店写字楼店),饭店,东交民巷20号首都大酒店写字楼F1层,460
翰林院遗址,东长安街路南公安部内,北京饭店,饭店,东长安街33号,460
翰林院遗址,东长安街路南公安部内,杏木千鹤日本料理(首都宾馆店),饭店,首都宾馆A座二层,465
翰林院遗址,东长安街路南公安部内,北京饭店-诺金东33餐厅,饭店,霞公府街与王府井西街交叉口东南80米,467
翰林院遗址,东长安街路南公安部内,杏木千鹤·吾庭茶室,饭店,前门大街首都宾馆A座二层,476
翰林院遗址,东长安街路南公安部内,吾庭·日式茶室,饭店,首都宾馆二层,476
翰林院遗址,东长安街路南公安部内,首都宾馆-大堂吧,饭店,前门东大街3号首都大酒店1层,477
翰林院遗址,东长安街路南公安部内,京宝源南门涮肉(王府井店),饭店,南河沿大街天安大厦A座一层,483
翰林院遗址,东长安街路南公安部内,北京天安门逸扉酒店·逸餐厅(天安大厦店),饭店,南河沿大街华龙街天安大厦A座,483
日坛公园,朝外街道朝阳门外日坛北路6号,UrCove逸扉酒店(北京国贸三里屯店),酒店,日坛东路甲1号2层,228
日坛公园,朝外街道朝阳门外日坛北路6号,北京朝阳门桔子水晶酒店,酒店,神路街39号10幢1至2层3段109号,289
日坛公园,朝外街道朝阳门外日坛北路6号,北京日坛宾馆,酒店,日坛路1号,356
日坛公园,朝外街道朝阳门外日坛北路6号,康福瑞酒店(首都儿研所北京站店),酒店,日坛北路17号日坛国际贸易中心F4层,292
日坛公园,朝外街道朝阳门外日坛北路6号,均禾酒店(儿研所日坛公园店),酒店,日坛北路17号日坛国际B座南门进去第一部电梯上4层,298
日坛公园,朝外街道朝阳门外日坛北路6号,嘉朵优品酒店(首都儿研所日坛公园店),酒店,日坛北路17号院2号楼1层,288
日坛公园,朝外街道朝阳门外日坛北路6号,喆啡酒店(北京首都儿研所朝阳门店),酒店,日坛北路19号,418
日坛公园,朝外街道朝阳门外日坛北路6号,Z·zone顶点电竞主题酒店,酒店,日坛39号美食娱乐街中段C09电梯(尤拉超市对面)3层98号,367
日坛公园,朝外街道朝阳门外日坛北路6号,北京日禾行政酒店(雅宝路首都儿研所店),酒店,日坛北路19号雅宝城国际大厦F16层,420
日坛公园,朝外街道朝阳门外日坛北路6号,北京福庭酒店,酒店,雅宝路街甲5号,490
日坛公园,朝外街道朝阳门外日坛北路6号,北京花溪沐汤泉酒店,酒店,日坛路17号院2号楼1层123号01室,272
日坛公园,朝外街道朝阳门外日坛北路6号,雅诗国际酒店(北京朝阳门儿研所店),酒店,日坛北路19号雅宝城国际大厦F15层,427
日坛公园,朝外街道朝阳门外日坛北路6号,北京日坛国际酒店公寓,酒店,日坛北路17号日坛公寓D-G座,299
日坛公园,朝外街道朝阳门外日坛北路6号,北京朝阳门工体美居酒店大堂,酒店,日坛北路17号,518
日坛公园,朝外街道朝阳门外日坛北路6号,海绵宝宝的家王府井店公寓(朝外市场街分店),酒店,朝外市场街雅宝城国际大厦,376
日坛公园,朝外街道朝阳门外日坛北路6号,北京嘉一温馨公寓(北京站儿研所店),酒店,日坛北路19号雅宝城国际大厦F9层,399
日坛公园,朝外街道朝阳门外日坛北路6号,日丰酒店(首都儿研所三里屯店),酒店,神路街39号10幢三层,464
日坛公园,朝外街道朝阳门外日坛北路6号,汉庭酒店(北京朝阳门儿研所店),酒店,雅宝路5号,526
日坛公园,朝外街道朝阳门外日坛北路6号,秋果酒店(北京建国门首都儿研所店),酒店,朝阳门外大街雅宝里2号1层,554
日坛公园,朝外街道朝阳门外日坛北路6号,北京日坛宾馆大堂,酒店,日坛路1号北京日坛宾馆,326
日坛公园,朝外街道朝阳门外日坛北路6号,一米造物,饭店,日坛北路与神路街交叉口东南100米,197
日坛公园,朝外街道朝阳门外日坛北路6号,申德勒西餐厅,饭店,光华路甲17号,225
日坛公园,朝外街道朝阳门外日坛北路6号,溯源茶社,饭店,朝外街道朝阳门外日坛北路6号日坛公园内(北侧),225
日坛公园,朝外街道朝阳门外日坛北路6号,紫光园(日坛店),饭店,日坛北路6号,226
日坛公园,朝外街道朝阳门外日坛北路6号,日坛涮肉(日坛公园店),饭店,日坛东路9号日坛公园东侧103号(爱康国宾旁),227
日坛公园,朝外街道朝阳门外日坛北路6号,徐记隆江猪脚饭,饭店,日坛北路6号(日坛公园北门西侧),227
日坛公园,朝外街道朝阳门外日坛北路6号,神洲四海,饭店,日坛东路1号,228
日坛公园,朝外街道朝阳门外日坛北路6号,罗妈砂锅(日坛北路店),饭店,日坛北路6号日坛公园北门西侧,230
日坛公园,朝外街道朝阳门外日坛北路6号,柳京海棠花(日坛东路店),饭店,日坛东路1号1层,234
日坛公园,朝外街道朝阳门外日坛北路6号,老张拉面(日坛店),饭店,日坛北路6号日坛公园北门西侧1层111号,242
日坛公园,朝外街道朝阳门外日坛北路6号,瑞幸咖啡(日坛北路店),饭店,日坛北路17号,245
日坛公园,朝外街道朝阳门外日坛北路6号,西门二伟东北麻辣烫,饭店,朝外街道朝阳门外日坛北路6号日坛公园(西北角),245
日坛公园,朝外街道朝阳门外日坛北路6号,来一杯·精酿串啤堂(日坛店),饭店,神路街39号10幢-01层-108部分,256
日坛公园,朝外街道朝阳门外日坛北路6号,苏小牛·牛肉串(日坛路店),饭店,神路街39号10幢01层,256
日坛公园,朝外街道朝阳门外日坛北路6号,昆泰紫水晶商务茶馆,饭店,日坛北路与神路街交叉口西60米,259
日坛公园,朝外街道朝阳门外日坛北路6号,遇京湘,饭店,日坛上街39号B1层(日坛公园北门对面),260
日坛公园,朝外街道朝阳门外日坛北路6号,花家怡园(日坛店),饭店,日坛东路1号(原中国会所),260
日坛公园,朝外街道朝阳门外日坛北路6号,中国艺苑,饭店,光华路丁17号日坛公园南门西侧,260
日坛公园,朝外街道朝阳门外日坛北路6号,奈雪的茶(国雅大厦店),饭店,雅宝路1号国雅大厦一层1003号商铺奈雪的茶,268
日坛公园,朝外街道朝阳门外日坛北路6号,日坛39号重庆市井老火锅,饭店,神路街39号院桔子水晶酒店门口,273
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,北京天坛亚朵轻居酒店,酒店,天坛路85号(桥湾地铁站C东南口步行490米),629
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,吾庭夭夭,酒店,天坛内东里甲2号4幢3号,597
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,东方之道宾馆(北京天坛东门地铁站店),酒店,天坛东路13号(天坛东门地铁站C东南口步行170米),704
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,汉庭酒店(北京崇文门天坛北门店),酒店,天坛街道89号,857
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,7天酒店(北京天坛东门地铁站店),酒店,体育馆路10号(地铁天坛东门站B口出),745
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,维也纳3好酒店(北京天坛珠市口地铁站旗舰店),酒店,天坛路91号,905
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,宜必思酒店(北京天坛东门地铁站店),酒店,天坛东路66号14号楼1-6层,917
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,桔子酒店(北京天坛北门店),酒店,西晓市街38号(桥湾地铁站D西南口步行250米),923
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,君安宾馆,酒店,法华寺街134号,878
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,北京天坛北门漫心酒店,酒店,西晓市街38号(桥湾地铁站D西南口步行250米),917
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,如家精选酒店(北京天坛东门店),酒店,体育馆西路25号(天坛东门地铁站B东北口步行470米),961
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,速8酒店(北京前门天坛公园店),酒店,"体育馆西路甲2号(近地铁5号线天坛东门站B口,天坛公园东门旁)",946
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,圣京酒店(北京天坛东门地铁站店),酒店,天坛街道天坛东路72号(天坛东门地铁站C东南口步行460米),981
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,锦江之星酒店(北京前门珠市口店),酒店,金鱼池中街西晓市街72号(桥湾地铁站D西南口步行290米),972
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,米家青年酒店(北京珠市口地铁站店),酒店,金鱼池西街6号楼101(桥湾地铁站D西南口步行350米),976
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,行舍酒店(前门天坛店),酒店,天坛路1号楼西侧(粉厂胡同),998
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,格林联盟(北京天坛东门店),酒店,体育西路7号(天坛东门地铁站A2西北口步行460米),907
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,7天酒店北京天坛东门地铁站店大堂,酒店,体育馆路与天坛东路交叉口东南100米,749
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,北京天坛体育宾馆,酒店,体育馆路10号(天坛东门地铁站B东北口步行80米),780
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,北京金元元宾馆,酒店,金鱼池中街金鱼池西区2号楼(近西晓市街),923
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,天坛福饮咖啡店,饭店,天坛公园东门(天坛东门地铁站A2西北口步行340米),369
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,祈谷·天坛味道,饭店,天坛公园回音壁西侧,559
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,康师傅饮品,饭店,祈年大街与天坛路交叉口西北20米,570
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,洪记白水羊头(天坛北门店),饭店,天坛路71-7号,579
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,老磁器口豆汁店(天坛店),饭店,天坛路(天坛北门对面),587
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,德天鸭坊·烤鸭(天坛店),饭店,祈年大街与天坛路交叉口东北40米,590
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,老磁器口食府,饭店,祈年大街与天坛路交叉口东北40米,593
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,婧格格门钉肉饼(天坛店),饭店,天坛北里五号楼商业楼平房,596
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,永顺炸鸡(祈年大街店),饭店,天坛北里5号楼前商业楼,600
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,老磁器口电烤串,饭店,天坛北里5号楼前商业楼,605
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,宫门口馒头(天坛北门店),饭店,天坛路天坛北里,610
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,锦馨豆汁(天坛路店),饭店,天坛路87号,618
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,處一都小酒馆,饭店,天坛路与金鱼池巷交叉口西北40米,618
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,便宜坊御膳饭庄(天坛店),饭店,天坛路87号,619
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,八珍王(北京东城区北平汇市集店),饭店,"天坛街道,天坛路金鱼池中区26幢商业,下沉广场北平汇市集卖场内F1-065,F1-066",637
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,老北京炸酱面(天坛东路店),饭店,天坛东路与体育馆路交叉口南100米,639
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,好伦哥比萨烤肉自助(天坛东门店),饭店,天坛内东里1号(天坛东门地铁站B东北口步行160米),639
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,小胖包子王(天坛东路店),饭店,天坛东门向南50米(物美崇文门菜市场天东店旁边),644
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,香宇熟食,饭店,天坛路与金鱼池巷交叉口西100米,651
天坛公园-祈年殿,天坛街道天坛东路甲1号天坛公园祈年殿内,京宬里·天坛臻阁,饭店,天坛路57号,655
鼓楼,东城区钟楼湾胡同临字9号,秦府酒店(北京鼓楼后海店),酒店,鼓楼东大街281号(什刹海地铁站A2西北口步行410米),172
鼓楼,东城区钟楼湾胡同临字9号,wohkoon者行孙青年酒店(北京什刹海店),酒店,辛安里7号(什刹海地铁站A2西北口步行300米),229
鼓楼,东城区钟楼湾胡同临字9号,均禾酒店(北京鼓楼南锣鼓巷店),酒店,鼓楼东大街238号(什刹海地铁站A2西北口步行480米),234
鼓楼,东城区钟楼湾胡同临字9号,北京小朴客栈(大石碑胡同分店),酒店,大石碑胡同16号(什刹海地铁站A2西北口步行300米),167
鼓楼,东城区钟楼湾胡同临字9号,秦府酒店(北京南锣鼓巷后海店),酒店,宝钞胡同甲107号,337
鼓楼,东城区钟楼湾胡同临字9号,后海小院,酒店,什刹海街道小石碑胡同6号,199
鼓楼,东城区钟楼湾胡同临字9号,东方圣达文化酒店(南锣鼓巷后海店),酒店,鼓楼东大街宝钞胡同107号,347
鼓楼,东城区钟楼湾胡同临字9号,和木·归GUI TEMPLE,酒店,豆腐池胡同宏恩观西侧,382
鼓楼,东城区钟楼湾胡同临字9号,游美特饭堂主题酒店,酒店,鼓楼东大街波菲特怀旧主题酒店(北京南锣鼓巷店),179
鼓楼,东城区钟楼湾胡同临字9号,北京九间四合院民宿,酒店,草厂北巷17号,231
鼓楼,东城区钟楼湾胡同临字9号,北京East Hotel文化酒店(南锣鼓巷故宫店),酒店,鼓楼东大街宝钞胡同95号,346
鼓楼,东城区钟楼湾胡同临字9号,宜必思北京什刹海鼓楼大街地铁站酒店,酒店,旧鼓楼大街张旺胡同17号,444
鼓楼,东城区钟楼湾胡同临字9号,玉京南锣酒店(后海鼓楼大街店),酒店,方砖厂胡同4号(什刹海地铁站A1西北口步行330米),430
鼓楼,东城区钟楼湾胡同临字9号,喆啡酒店(北京南锣鼓巷鼓楼大街地铁站店),酒店,旧鼓楼大街47号(鼓楼大街地铁站G东南口步行240米),534
鼓楼,东城区钟楼湾胡同临字9号,天路苑宾馆,酒店,鼓楼东大街181号,427
鼓楼,东城区钟楼湾胡同临字9号,The Orchid,酒店,宝钞胡同65号,417
鼓楼,东城区钟楼湾胡同临字9号,荣府老宅酒店(北京南锣鼓巷店),酒店,安定门街道华丰胡同31号(近后海、南锣鼓巷),495
鼓楼,东城区钟楼湾胡同临字9号,隐海四合院分散式酒店(北京什刹海店),酒店,银锭桥胡同与北官房胡同交叉口东20米,311
鼓楼,东城区钟楼湾胡同临字9号,后海里院酒店(北京恭王府南锣鼓巷店),酒店,前井胡同7号,583
鼓楼,东城区钟楼湾胡同临字9号,鼓楼澜亭客栈,酒店,旧鼓楼大街51号(鼓楼大街地铁站G东南口步行250米),493
鼓楼,东城区钟楼湾胡同临字9号,钟鼓饮时茶饮空间,饭店,东城区钟楼湾胡同临字9号鼓楼(西北角),28
鼓楼,东城区钟楼湾胡同临字9号,姚记炒肝店(鼓楼店),饭店,鼓楼东大街311号(鼓楼湾东南角),67
鼓楼,东城区钟楼湾胡同临字9号,紫光园奶皮子酸奶站(鼓楼店),饭店,鼓楼东大街与地安门外大街交叉口东20米,69
鼓楼,东城区钟楼湾胡同临字9号,1点点(鼓楼店),饭店,地安门外大街4号一层101,74
鼓楼,东城区钟楼湾胡同临字9号,鼓楼馄饨侯,饭店,鼓楼东大街309号(地安门鼓楼旁),83
鼓楼,东城区钟楼湾胡同临字9号,瓤侸福(鼓楼店),饭店,地安门外大街与鼓楼东大街交叉口东南20米,87
鼓楼,东城区钟楼湾胡同临字9号,MERDALLINE英式烘焙小镇(鼓楼店),饭店,地安门外大街12号,90
鼓楼,东城区钟楼湾胡同临字9号,鲜攸辣重庆小面鼓楼总店,饭店,鼓楼东大街301号(什刹海地铁站A2西北口步行340米),96
鼓楼,东城区钟楼湾胡同临字9号,烤肉刘(鼓楼什刹海店),饭店,地安门外大街9号,97
鼓楼,东城区钟楼湾胡同临字9号,炙子烤肉,饭店,北京时间博物馆西南门西南60米,104
鼓楼,东城区钟楼湾胡同临字9号,oh!by FINE cafe&canteen,饭店,地安门外大街16号(什刹海地铁站A2西北口步行190米),105
鼓楼,东城区钟楼湾胡同临字9号,姚记包子铺(鼓楼东大街店),饭店,鼓楼东大街299号(什刹海地铁站A2西北口步行360米),117
鼓楼,东城区钟楼湾胡同临字9号,京城九门轩烤鸭店(鼓楼店),饭店,北京城区地安门外大街地铁8号线什刹海A2口(西北口)步行220m,117
鼓楼,东城区钟楼湾胡同临字9号,常赢三兄弟·清真涮肉(鼓楼店),饭店,地安门外大街22号(什刹海地铁站A2西北口步行170米),118
鼓楼,东城区钟楼湾胡同临字9号,万福烤鸭店(西城后海店),饭店,地安门外大街11号,118
鼓楼,东城区钟楼湾胡同临字9号,Bingoo Bakery,饭店,地安门外大街11号(什刹海地铁站A2西北口步行170米),122
鼓楼,东城区钟楼湾胡同临字9号,门框胡同百年卤煮(烟袋斜街店),饭店,地安门外大街19号(什刹海地铁站A2西北口步行170米),126
鼓楼,东城区钟楼湾胡同临字9号,万兴居褡裢火烧(鼓楼店),饭店,鼓楼东大街295号(鼓楼旁),131
鼓楼,东城区钟楼湾胡同临字9号,西安饭庄(鼓楼店),饭店,地安门外大街26号(鼓楼东大街鼓楼西大街间),131
鼓楼,东城区钟楼湾胡同临字9号,福京熹奶酪,饭店,地安门外大街甲17号(什刹海地铁站A2西北口步行160米),136
北大红楼,五四大街29号,北京景山酒店,酒店,沙滩北街31号,191
北大红楼,五四大街29号,wohkoon者行孙青年旅馆(北京故宫店),酒店,沙滩后街16号(景山东门对面胡同内200米),290
北大红楼,五四大街29号,京丰旅馆,酒店,银闸胡同45号,168
北大红楼,五四大街29号,华育宾馆,酒店,沙滩后街55号,368
北大红楼,五四大街29号,北京工商宾馆,酒店,北河沿大街95号(近故宫博物院),196
北大红楼,五四大街29号,北京璞瑄酒店,酒店,王府井大街1号(中国美术馆地铁站D2西南口步行70米),429
北大红楼,五四大街29号,沙滩宾馆,酒店,沙滩后街28号,352
北大红楼,五四大街29号,黑豆Family特色民宿(北京2号店),酒店,翠花胡同33号四合院(中国美术馆地铁站A西北口步行300米),259
北大红楼,五四大街29号,北京蜀都宾馆(故宫店),酒店,沙滩后街30号,404
北大红楼,五四大街29号,北京华侨大厦睿世酒店,酒店,王府井大街2号(中国美术馆地铁站D2西南口步行160米),538
北大红楼,五四大街29号,内蒙古宾馆,酒店,美术馆后街71号,483
北大红楼,五四大街29号,北京金茂万丽酒店,酒店,王府井大街57号(中国美术馆地铁站D2西南口步行400米),560
北大红楼,五四大街29号,北京璞瑄酒店大堂,酒店,王府井大街1号北京璞瑄酒店,412
北大红楼,五四大街29号,北京天安门王府井瑞贝庭酒店,酒店,沙滩北街纳福胡同9号,535
北大红楼,五四大街29号,汉庭酒店(北京王府井步行街店),酒店,王府井大街20号(中国美术馆地铁站D2西南口步行310米),579
北大红楼,五四大街29号,青年雅居,酒店,亮果厂胡同与小取灯胡同交叉口西南20米,321
北大红楼,五四大街29号,景山花园酒店(三眼井胡同),酒店,景山东街三眼井胡同68号,531
北大红楼,五四大街29号,北京学者公寓,酒店,王府井大街27号(中国美术馆地铁站D2西南口步行210米),508
北大红楼,五四大街29号,北京蜀都宾馆大堂,酒店,沙滩后街与西老胡同交叉口东南40米,398
北大红楼,五四大街29号,速8精选酒店(北京南锣鼓巷美术馆后街店),酒店,景山街道美术馆后街60号,523
北大红楼,五四大街29号,长春堂顺时而饮(北大红楼旗舰店),饭店,五四大街28号楼(中国美术馆地铁站A西北口步行370米),58
北大红楼,五四大街29号,北京三禾稻香村,饭店,五四大街36号,72
北大红楼,五四大街29号,罗曼林冰激凌,饭店,五四大街与银闸胡同交叉口东20米,135
北大红楼,五四大街29号,食鼎轩茶餐厅,饭店,五四大街46号,138
北大红楼,五四大街29号,稻香村(五四大街店),饭店,五四大街25号,139
北大红楼,五四大街29号,大海碗·烤鸭·京菜·炸酱面(故宫店),饭店,五四大街33号1幢一层107室,165
北大红楼,五四大街29号,天桥卤煮,饭店,五四大街33号1幢102室,167
北大红楼,五四大街29号,云朵咖啡,饭店,五四大街33号一层,170
北大红楼,五四大街29号,鮨膳,饭店,五四大街33号2层,173
北大红楼,五四大街29号,沙滩餐厅,饭店,沙滩后街19号,188
北大红楼,五四大街29号,尚方餐厅,饭店,沙滩后街甲2号,191
北大红楼,五四大街29号,沙县小吃(沙滩后街店),饭店,沙滩后街2-3,204
北大红楼,五四大街29号,竹雨轩,饭店,翠花胡同与五四大街交叉口东南20米,209
北大红楼,五四大街29号,悦宾饭馆(翠花胡同店),饭店,翠花胡同43号(中国美术馆正门斜对面),215
北大红楼,五四大街29号,山西刀削面盖饭(景山店),饭店,沙滩后街43号,216
北大红楼,五四大街29号,老曹菜馆,饭店,沙滩后街8-2号,221
北大红楼,五四大街29号,川湘家常菜,饭店,沙滩后街13号,221
北大红楼,五四大街29号,关记手擀面家常菜,饭店,沙滩后街12号,246
北大红楼,五四大街29号,泓禧记·家厨,饭店,景山街道沙滩后街45-1,259
北大红楼,五四大街29号,悦仙美食,饭店,翠花胡同31号(美术馆斜对面),270
陶然亭公园,太平街19号,陶然花园酒店,酒店,太平街19号陶然亭公园,397
陶然亭公园,太平街19号,喆酒店(北京南站店),酒店,右外东滨河路东庄甲6号,475
陶然亭公园,太平街19号,如家派柏·云酒店(北京南站陶然亭地铁站店),酒店,陶然亭路12号京都瑞成大厦4层,572
陶然亭公园,太平街19号,城南旧事文化酒店(北京陶然亭店),酒店,龙泉胡同3号2层,494
陶然亭公园,太平街19号,速8酒店(北京陶然亭地铁站东店),酒店,陶然亭路12号(陶然亭地铁站C东南口步行390米),545
陶然亭公园,太平街19号,全季酒店(北京南站北广场店),酒店,永外彭庄乙58号,653
